customer_id,age,gender,income,spending_score,membership_years,previous_purchases,avg_order_value,last_purchase_days,product_category_preference,communication_channel,satisfaction_score,can_upsell,can_crosssell,will_buy_premium,will_buy_accessories,will_buy_warranty,will_buy_subscription
CUST_001518,57,Female,41921,24,8,6,140,339,Books,Phone,6,0,0,0,0,0,0
CUST_001519,70,Male,53853,45,13,2,70,339,Electronics,SMS,8,0,1,0,1,0,0
CUST_001520,52,Male,70829,73,14,77,175,29,Clothing,Email,7,1,1,0,1,0,1
CUST_001521,58,Female,106613,61,2,18,304,67,Sports,SMS,6,1,1,1,0,0,0
CUST_001522,40,Male,119853,88,11,48,211,139,Books,Email,7,1,1,1,0,1,1
CUST_001523,48,Female,107033,65,5,36,196,98,Garden,Email,9,1,1,1,0,0,1
CUST_001524,59,Male,60687,72,15,63,238,43,Garden,SMS,10,1,1,0,0,1,0
CUST_001525,47,Female,120837,90,1,9,244,302,Beauty,Email,5,1,1,1,0,0,1
CUST_001526,68,Female,54744,62,13,11,353,142,Home,Phone,8,1,1,0,0,1,0
CUST_001527,62,Male,83687,74,11,26,671,149,Automotive,Phone,9,1,1,1,0,1,0
CUST_001528,44,Female,124930,84,12,54,454,68,Garden,App,7,1,1,1,0,1,1
CUST_001529,27,Male,64094,40,4,18,116,27,Automotive,App,8,1,1,0,0,0,1
CUST_001530,66,Male,93297,67,4,10,357,294,Home,Email,9,1,1,1,0,1,1
CUST_001531,32,Male,63567,48,8,13,152,39,Toys,App,9,1,1,0,0,0,1
CUST_001532,57,Male,51689,59,2,7,157,301,Home,Email,9,0,1,0,0,0,1
CUST_001533,70,Male,93396,56,7,16,343,105,Electronics,Email,8,1,1,1,1,1,1
CUST_001534,34,Female,71457,82,3,22,270,180,Electronics,Email,7,1,1,0,1,1,1
CUST_001535,37,Female,63958,56,3,29,149,110,Beauty,Phone,5,0,1,0,0,0,0
CUST_001536,35,Male,148245,96,13,45,264,121,Health,Phone,7,1,0,1,0,1,0
CUST_001537,34,Male,70828,84,0,3,336,283,Books,Email,5,0,0,0,0,0,0
CUST_001538,51,Male,69684,60,5,39,301,161,Automotive,Email,10,0,1,0,0,1,1
CUST_001539,69,Male,116253,85,14,39,718,98,Garden,Email,7,1,1,1,0,1,1
CUST_001540,38,Male,59502,47,4,20,76,15,Health,App,8,0,1,0,0,0,1
CUST_001541,62,Male,86040,57,2,16,140,109,Electronics,Phone,9,0,1,0,1,0,0
CUST_001542,69,Female,67150,66,10,17,310,166,Books,Phone,9,1,1,0,0,1,0
CUST_001543,42,Female,46006,23,0,4,197,334,Garden,App,4,0,0,0,0,0,0
CUST_001544,34,Male,38077,38,12,13,100,143,Garden,App,8,0,1,0,0,0,1
CUST_001545,68,Female,74358,60,0,2,261,217,Beauty,Email,6,0,1,0,0,0,1
CUST_001546,54,Female,80438,70,7,16,359,156,Electronics,Email,8,1,1,1,1,1,1
CUST_001547,34,Female,59986,48,5,14,116,180,Sports,Email,5,0,0,0,0,0,0
CUST_001548,56,Female,70002,53,0,5,317,83,Books,Phone,4,0,0,0,0,0,0
CUST_001549,66,Female,96122,80,15,39,610,35,Beauty,SMS,7,1,1,1,0,1,0
CUST_001550,29,Female,81474,56,2,12,357,65,Toys,Email,8,0,1,0,0,1,1
CUST_001551,52,Male,54201,70,12,25,353,144,Books,Phone,7,1,1,0,0,1,0
CUST_001552,40,Female,147969,60,8,24,169,105,Sports,Email,10,1,1,1,0,0,1
CUST_001553,28,Male,48362,53,8,17,152,88,Home,SMS,9,0,1,0,0,0,0
CUST_001554,66,Male,100450,95,11,72,372,95,Sports,SMS,8,1,1,1,0,1,0
CUST_001555,53,Male,105989,80,8,43,474,13,Electronics,SMS,10,1,1,1,1,1,0
CUST_001556,36,Female,89373,59,6,37,139,29,Books,Email,8,1,1,1,0,0,1
CUST_001557,36,Female,134413,99,2,15,648,102,Home,Email,7,1,1,1,0,1,1
CUST_001558,28,Female,46122,21,6,18,167,98,Books,App,10,0,1,0,0,0,1
CUST_001559,52,Male,48817,58,12,40,93,11,Sports,Email,8,0,1,0,0,0,1
CUST_001560,68,Male,82598,84,4,18,434,85,Home,Email,7,1,1,1,0,1,1
CUST_001561,62,Male,107463,64,12,24,342,130,Sports,SMS,7,1,1,1,0,1,0
CUST_001562,29,Female,51652,56,11,18,234,110,Electronics,Email,8,1,1,0,1,1,1
CUST_001563,62,Male,102273,98,6,48,765,28,Electronics,SMS,9,1,1,1,1,1,0
CUST_001564,27,Female,67921,72,8,75,375,99,Garden,Email,10,1,1,0,0,1,1
CUST_001565,67,Male,118492,63,9,20,346,149,Books,Email,7,1,1,1,0,1,1
CUST_001566,26,Female,59696,54,1,3,376,196,Sports,App,5,0,0,0,0,0,0
CUST_001567,53,Male,117646,88,5,26,441,61,Garden,Phone,8,1,1,1,0,1,0
CUST_001568,60,Female,43943,45,5,19,83,45,Toys,SMS,7,0,1,0,0,0,0
CUST_001569,31,Male,44548,27,1,4,33,95,Home,Email,3,0,1,0,0,0,1
CUST_001570,42,Female,101881,84,3,11,230,131,Garden,Phone,9,1,1,1,0,1,0
CUST_001571,63,Female,55951,40,2,10,78,191,Automotive,Phone,7,0,0,0,0,0,0
CUST_001572,53,Female,81854,65,2,19,361,13,Health,Email,8,1,1,1,0,1,1
CUST_001573,53,Male,65557,60,9,23,261,174,Clothing,Phone,7,0,1,0,1,1,0
CUST_001574,19,Female,51494,51,0,2,242,169,Garden,SMS,6,0,0,0,0,0,0
CUST_001575,62,Male,97135,77,12,47,475,24,Clothing,Phone,10,1,1,1,1,1,0
CUST_001576,23,Male,39732,38,0,3,168,166,Clothing,SMS,7,0,1,0,1,0,0
CUST_001577,35,Female,50499,73,0,2,387,100,Automotive,App,7,0,1,0,0,1,1
CUST_001578,42,Female,65880,64,14,35,107,136,Home,Phone,10,1,1,0,0,0,0
CUST_001579,58,Male,101928,93,15,70,274,94,Electronics,Email,10,1,1,1,1,1,1
CUST_001580,22,Female,49710,21,7,5,35,45,Books,SMS,8,0,1,0,0,0,0
CUST_001581,58,Male,89825,50,9,3,171,3,Garden,Email,4,1,1,1,0,0,1
CUST_001582,41,Female,111911,80,3,24,698,117,Sports,Phone,5,1,1,1,0,0,0
CUST_001583,36,Female,123921,71,2,4,754,345,Toys,Email,5,1,0,1,0,0,0
CUST_001584,43,Male,102113,77,5,15,344,155,Health,App,9,1,1,1,0,1,1
CUST_001585,69,Female,88030,67,4,13,383,89,Sports,Email,8,1,1,1,0,1,1
CUST_001586,45,Male,45378,56,4,14,123,128,Electronics,Phone,9,0,1,0,1,0,0
CUST_001587,22,Female,39388,65,10,23,100,14,Health,App,8,1,1,0,0,0,1
CUST_001588,48,Male,110942,70,10,38,243,2,Electronics,Email,10,1,1,1,1,1,1
CUST_001589,70,Male,61091,56,14,17,146,35,Automotive,Phone,10,1,1,0,0,0,0
CUST_001590,68,Female,40818,50,2,2,119,288,Electronics,Phone,3,0,0,0,0,0,0
CUST_001591,57,Male,100794,66,2,11,195,110,Clothing,SMS,5,1,1,1,1,0,0
CUST_001592,70,Female,46978,56,4,16,41,9,Health,Phone,10,0,1,0,0,0,0
CUST_001593,18,Female,41805,64,2,17,176,80,Toys,Email,7,0,1,0,0,0,1
CUST_001594,59,Male,114381,93,14,46,768,147,Home,Email,9,1,1,1,0,1,1
CUST_001595,48,Male,99187,55,4,25,203,80,Toys,Email,8,1,1,1,0,1,1
CUST_001596,22,Male,41896,41,1,5,120,288,Garden,SMS,4,0,0,0,0,0,0
CUST_001597,36,Male,147717,83,14,36,736,62,Beauty,Email,10,1,1,1,0,1,1
CUST_001598,35,Female,50101,67,14,16,380,57,Sports,App,8,1,1,0,0,1,1
CUST_001599,38,Male,95151,90,9,45,341,139,Electronics,App,9,1,1,1,1,1,1
CUST_001600,35,Male,96573,73,14,59,543,91,Clothing,App,10,1,1,1,1,1,1
CUST_001601,64,Male,117865,62,10,38,266,28,Electronics,Email,9,1,1,1,1,1,1
CUST_001602,56,Male,70614,56,2,4,336,260,Automotive,Phone,7,0,0,0,0,1,0
CUST_001603,39,Female,137295,88,12,23,381,44,Electronics,App,9,1,1,1,1,1,1
CUST_001604,35,Male,134468,71,0,0,338,366,Health,App,7,1,0,1,0,1,0
CUST_001605,18,Male,52373,43,2,11,58,87,Home,Email,6,0,1,0,0,0,1
CUST_001606,69,Female,97691,90,10,22,648,73,Electronics,Email,7,1,1,1,1,1,1
CUST_001607,26,Female,73991,85,1,12,287,165,Electronics,App,5,0,1,0,1,0,1
CUST_001608,36,Male,84854,50,6,19,60,1,Sports,App,8,1,1,1,0,0,1
CUST_001609,45,Male,111385,99,9,24,273,139,Sports,Phone,7,1,1,1,0,1,0
CUST_001610,39,Male,116492,82,11,68,449,96,Garden,App,8,1,1,1,0,1,1
CUST_001611,20,Male,51709,71,0,5,109,204,Garden,SMS,7,0,0,0,0,0,0
CUST_001612,63,Female,102586,76,1,8,690,257,Sports,SMS,6,1,1,1,0,0,0
CUST_001613,60,Male,114747,78,9,57,583,58,Electronics,Phone,10,1,1,1,1,1,0
CUST_001614,28,Female,56501,40,6,6,192,179,Electronics,App,8,0,1,0,1,0,1
CUST_001615,34,Male,60635,51,9,13,335,138,Sports,Email,9,0,1,0,0,1,1
CUST_001616,54,Male,68683,54,9,20,148,18,Electronics,SMS,7,1,1,0,1,0,0
CUST_001617,44,Male,91683,65,0,5,376,285,Automotive,Phone,5,0,0,0,0,0,0
CUST_001618,25,Male,60167,65,14,17,169,158,Electronics,SMS,9,1,1,0,1,0,0
CUST_001619,47,Female,143859,96,14,40,779,48,Clothing,Email,10,1,1,1,1,1,1
CUST_001620,32,Male,62464,51,0,5,172,235,Beauty,App,7,0,1,0,0,0,1
CUST_001621,47,Male,136082,98,4,10,655,59,Clothing,App,6,1,1,1,1,0,1
CUST_001622,18,Male,37389,47,5,4,195,312,Books,App,5,0,0,0,0,0,0
CUST_001623,25,Female,82368,50,11,19,54,112,Clothing,App,10,1,1,1,1,0,1
CUST_001624,53,Male,117141,80,14,64,681,43,Clothing,Email,7,1,1,1,1,1,1
CUST_001625,67,Female,70976,80,6,24,380,97,Garden,Phone,10,1,1,0,0,1,0
CUST_001626,35,Female,85762,53,3,26,170,44,Health,Email,5,0,1,0,0,0,1
CUST_001627,57,Female,110340,68,7,14,179,16,Sports,Phone,7,1,1,1,0,0,0
CUST_001628,59,Male,57259,73,3,12,315,93,Garden,SMS,6,0,1,0,0,0,0
CUST_001629,65,Male,56722,42,6,2,100,357,Books,Phone,4,0,0,0,0,0,0
CUST_001630,40,Male,136154,66,7,21,199,11,Books,Phone,7,1,1,1,0,0,0
CUST_001631,44,Female,96887,62,0,5,129,177,Garden,Email,6,0,0,0,0,0,0
CUST_001632,55,Male,110420,74,4,34,272,176,Electronics,SMS,8,1,1,1,1,1,0
CUST_001633,61,Male,101561,79,12,75,241,41,Garden,SMS,8,1,1,1,0,1,0
CUST_001634,34,Male,83619,84,8,24,596,101,Books,Email,7,1,1,1,0,1,1
CUST_001635,25,Female,66906,40,1,12,133,143,Beauty,SMS,8,0,1,0,0,0,0
CUST_001636,20,Female,40326,64,12,39,69,22,Garden,Email,10,1,1,0,0,0,1
CUST_001637,55,Female,73388,69,1,15,320,101,Home,SMS,7,1,1,0,0,1,0
CUST_001638,32,Female,57530,40,9,20,126,43,Health,Email,8,1,1,0,0,0,1
CUST_001639,45,Male,56594,58,4,18,210,106,Books,Phone,9,0,1,0,0,1,0
CUST_001640,38,Female,133277,69,3,31,363,132,Electronics,Phone,8,1,1,1,1,1,0
CUST_001641,61,Male,93420,59,7,33,259,22,Garden,SMS,10,1,1,1,0,1,0
CUST_001642,39,Male,62560,58,14,40,195,94,Electronics,App,8,0,1,0,1,0,1
CUST_001643,30,Male,88013,65,2,3,287,343,Toys,App,6,0,1,0,0,0,1
CUST_001644,35,Female,106198,84,8,51,538,117,Automotive,Phone,9,1,1,1,0,1,0
CUST_001645,58,Female,66131,63,7,23,289,145,Health,Email,10,1,1,0,0,1,1
CUST_001646,67,Female,48333,47,6,9,62,41,Books,Email,7,0,1,0,0,0,1
CUST_001647,18,Female,45076,52,2,11,77,103,Garden,App,7,0,1,0,0,0,1
CUST_001648,42,Female,84595,78,5,13,445,4,Health,App,6,1,1,1,0,0,1
CUST_001649,55,Male,74825,61,12,13,246,14,Sports,SMS,9,1,1,0,0,1,0
CUST_001650,28,Female,88515,57,9,34,262,80,Home,Email,7,1,1,1,0,1,1
CUST_001651,60,Female,69622,46,0,0,166,304,Health,SMS,5,0,0,0,0,0,0
CUST_001652,25,Male,59140,75,14,25,385,72,Beauty,App,8,1,1,0,0,1,1
CUST_001653,35,Male,101747,92,14,36,473,175,Health,Email,7,1,1,1,0,1,1
CUST_001654,28,Male,80318,83,13,70,549,38,Home,SMS,10,1,1,1,0,1,0
CUST_001655,43,Female,98311,62,6,24,101,29,Sports,Email,7,1,1,1,0,0,1
CUST_001656,40,Male,102583,94,2,1,576,167,Toys,Phone,3,1,0,1,0,0,0
CUST_001657,48,Male,140615,68,2,10,195,164,Health,Phone,6,1,0,1,0,0,0
CUST_001658,37,Male,120191,67,6,34,303,136,Clothing,App,8,1,1,1,1,1,1
CUST_001659,30,Female,75791,72,11,65,178,133,Automotive,Email,7,1,1,0,0,0,1
CUST_001660,64,Female,72260,72,4,33,291,158,Beauty,SMS,8,1,1,0,0,1,0
CUST_001661,27,Female,49866,64,6,38,163,155,Garden,App,7,0,1,0,0,0,1
CUST_001662,62,Male,86404,64,4,17,316,110,Clothing,SMS,9,1,1,1,1,1,0
CUST_001663,23,Male,55088,42,5,13,185,128,Clothing,Email,6,0,1,0,1,0,1
CUST_001664,20,Male,25927,51,3,14,131,26,Beauty,Email,9,0,1,0,0,0,1
CUST_001665,61,Male,51749,71,13,79,234,137,Sports,Email,10,1,1,0,0,1,1
CUST_001666,34,Male,44512,33,6,5,66,83,Toys,Email,8,0,1,0,0,0,1
CUST_001667,34,Male,57682,75,4,32,194,46,Beauty,App,7,1,1,0,0,0,1
CUST_001668,57,Female,67664,63,1,13,224,163,Health,Phone,5,0,0,0,0,0,0
CUST_001669,21,Female,51005,71,8,26,220,2,Health,Email,9,1,1,0,0,1,1
CUST_001670,37,Male,130616,95,10,29,213,169,Clothing,Email,10,1,1,1,1,1,1
CUST_001671,50,Female,92336,64,15,31,287,99,Clothing,Email,9,1,1,1,1,1,1
CUST_001672,38,Female,119537,64,5,39,134,95,Clothing,App,9,1,1,1,1,0,1
CUST_001673,61,Female,83246,77,8,21,783,172,Clothing,SMS,10,1,1,1,1,1,0
CUST_001674,38,Female,116712,91,11,71,389,16,Health,Email,8,1,1,1,0,1,1
CUST_001675,28,Male,39660,59,15,13,64,170,Clothing,App,7,0,1,0,1,0,1
CUST_001676,33,Female,75652,75,14,54,390,166,Health,App,7,1,1,0,0,1,1
CUST_001677,31,Male,45811,47,15,16,89,21,Garden,Email,8,0,1,0,0,0,1
CUST_001678,66,Male,100343,81,15,61,757,108,Beauty,Phone,8,1,1,1,0,1,0
CUST_001679,62,Female,66609,47,2,13,114,80,Home,Phone,9,0,1,0,0,0,0
CUST_001680,58,Female,63814,54,3,14,123,41,Clothing,SMS,5,0,1,0,1,0,0
CUST_001681,40,Female,94563,67,9,28,333,73,Health,Email,7,1,1,1,0,1,1
CUST_001682,53,Female,91857,69,9,27,322,128,Automotive,Email,10,1,1,1,0,1,1
CUST_001683,23,Female,38192,44,11,14,38,66,Beauty,App,5,0,1,0,0,0,1
CUST_001684,62,Male,101637,72,1,19,595,70,Garden,Email,9,1,1,1,0,1,1
CUST_001685,23,Male,48468,28,12,8,112,106,Electronics,Email,7,0,1,0,1,0,1
CUST_001686,29,Female,57922,47,5,17,71,119,Automotive,Email,8,0,1,0,0,0,1
CUST_001687,23,Female,44004,53,10,29,130,90,Sports,SMS,10,0,1,0,0,0,0
CUST_001688,66,Female,78293,64,9,32,231,19,Sports,SMS,7,1,1,0,0,1,0
CUST_001689,55,Male,119621,75,8,37,792,116,Sports,Phone,9,1,1,1,0,1,0
CUST_001690,51,Male,59150,54,1,19,268,129,Automotive,Phone,9,0,1,0,0,1,0
CUST_001691,31,Female,41537,35,5,4,32,293,Health,Email,3,0,0,0,0,0,0
CUST_001692,48,Male,107774,80,9,77,731,90,Home,App,10,1,1,1,0,1,1
CUST_001693,55,Male,56470,42,7,1,40,155,Sports,SMS,6,0,0,0,0,0,0
CUST_001694,22,Male,39643,56,1,1,66,183,Clothing,App,3,0,1,0,1,0,1
CUST_001695,39,Female,91692,83,12,32,538,150,Beauty,Phone,10,1,1,1,0,1,0
CUST_001696,45,Male,120191,99,6,80,270,67,Beauty,Phone,9,1,1,1,0,1,0
CUST_001697,43,Female,74004,55,2,8,377,282,Beauty,Email,6,0,1,0,0,0,1
CUST_001698,44,Male,132916,68,1,8,199,159,Health,App,6,1,0,1,0,0,0
CUST_001699,24,Male,44743,34,14,19,136,130,Automotive,Email,7,0,1,0,0,0,1
CUST_001700,59,Female,58463,76,8,44,398,13,Books,SMS,7,1,1,0,0,1,0
CUST_001701,46,Female,53442,69,8,16,119,78,Home,App,7,1,1,0,0,0,1
CUST_001702,68,Female,46151,30,5,18,186,72,Automotive,Email,9,0,1,0,0,0,1
CUST_001703,64,Male,66079,52,4,26,178,160,Home,Phone,8,0,1,0,0,0,0
CUST_001704,54,Male,68249,53,0,1,111,113,Home,Email,6,0,1,0,0,0,1
CUST_001705,62,Male,96069,79,11,79,210,113,Automotive,Phone,10,1,1,1,0,1,0
CUST_001706,70,Female,72653,53,5,18,289,54,Electronics,Phone,8,1,1,0,1,1,0
CUST_001707,53,Female,103915,70,7,10,210,139,Books,Phone,6,1,0,1,0,0,0
CUST_001708,69,Male,51910,69,5,40,183,170,Books,Email,7,1,1,0,0,0,1
CUST_001709,70,Female,73940,84,14,66,152,122,Health,Email,9,1,1,0,0,0,1
CUST_001710,56,Male,74564,53,12,21,377,59,Toys,Email,8,1,1,0,0,1,1
CUST_001711,27,Female,68147,44,5,5,111,307,Electronics,Email,8,0,1,0,1,0,1
CUST_001712,52,Female,73386,82,4,40,226,125,Home,SMS,8,1,1,0,0,1,0
CUST_001713,22,Male,31535,28,2,3,42,62,Toys,SMS,7,0,1,0,0,0,0
CUST_001714,62,Female,46553,62,2,15,42,125,Sports,SMS,5,0,1,0,0,0,0
CUST_001715,56,Male,86205,56,8,32,281,46,Garden,Email,7,1,1,1,0,1,1
CUST_001716,27,Female,60415,56,7,17,385,117,Books,App,7,0,1,0,0,1,1
CUST_001717,27,Male,59620,51,12,31,264,176,Sports,Email,10,1,1,0,0,1,1
CUST_001718,30,Male,80374,84,6,32,496,76,Sports,App,7,1,1,1,0,1,1
CUST_001719,49,Female,46539,37,14,1,72,6,Beauty,Phone,8,0,1,0,0,0,0
CUST_001720,40,Male,125226,80,6,70,658,128,Sports,Phone,8,1,1,1,0,1,0
CUST_001721,31,Male,74173,70,13,17,237,48,Health,App,10,1,1,0,0,1,1
CUST_001722,40,Male,47298,46,2,13,119,139,Clothing,Email,9,0,1,0,1,0,1
CUST_001723,54,Male,59779,77,9,27,136,83,Automotive,Phone,7,1,1,0,0,0,0
CUST_001724,66,Female,70486,77,7,49,178,166,Automotive,Phone,9,1,1,0,0,0,0
CUST_001725,20,Female,49705,24,10,9,189,264,Electronics,Email,9,0,1,0,1,0,1
CUST_001726,64,Male,69233,74,1,2,239,294,Toys,Phone,8,1,0,0,0,1,0
CUST_001727,59,Male,63170,49,3,6,49,191,Sports,SMS,5,0,0,0,0,0,0
CUST_001728,45,Female,115226,91,12,39,208,27,Garden,Email,9,1,1,1,0,1,1
CUST_001729,42,Female,85054,58,0,0,298,361,Garden,Phone,6,0,0,0,0,0,0
CUST_001730,33,Female,69129,60,12,30,305,73,Automotive,Phone,9,1,1,0,0,1,0
CUST_001731,45,Male,73535,68,5,13,172,112,Books,Email,5,0,0,0,0,0,0
CUST_001732,62,Male,45960,38,5,20,94,137,Home,Phone,9,0,1,0,0,0,0
CUST_001733,54,Male,51802,70,14,14,308,151,Garden,SMS,9,1,1,0,0,1,0
CUST_001734,24,Male,58665,52,3,33,381,6,Electronics,App,8,0,1,0,1,1,1
CUST_001735,62,Male,40279,23,0,2,80,83,Toys,Email,4,0,0,0,0,0,0
CUST_001736,24,Male,46087,60,1,11,75,70,Home,Email,6,0,1,0,0,0,1
CUST_001737,40,Male,99778,89,5,31,778,157,Electronics,Email,10,1,1,1,1,1,1
CUST_001738,28,Female,84563,77,7,74,432,46,Toys,App,10,1,1,1,0,1,1
CUST_001739,31,Male,88382,80,13,77,285,130,Beauty,Phone,7,1,1,1,0,1,0
CUST_001740,69,Female,63204,65,14,13,226,112,Toys,Email,5,0,0,0,0,0,0
CUST_001741,27,Male,48180,34,4,4,168,261,Home,SMS,4,0,0,0,0,0,0
CUST_001742,22,Female,46323,65,0,3,153,253,Automotive,App,8,0,1,0,0,0,1
CUST_001743,64,Female,116284,70,0,5,375,268,Clothing,SMS,5,1,0,1,0,0,0
CUST_001744,26,Female,74760,78,13,27,335,129,Clothing,SMS,10,1,1,0,1,1,0
CUST_001745,33,Female,57933,71,5,33,108,39,Automotive,App,9,1,1,0,0,0,1
CUST_001746,52,Female,62389,79,11,56,148,36,Beauty,Email,8,1,1,0,0,0,1
CUST_001747,54,Male,85013,70,7,29,239,172,Automotive,SMS,7,1,1,1,0,1,0
CUST_001748,26,Male,64166,57,15,14,310,109,Garden,SMS,5,0,1,0,0,0,0
CUST_001749,43,Female,47830,55,0,4,182,235,Sports,Phone,8,0,1,0,0,0,0
CUST_001750,61,Female,93166,67,2,17,199,156,Toys,Email,5,0,0,0,0,0,0
CUST_001751,47,Female,72034,75,3,22,249,150,Toys,Email,7,1,1,0,0,1,1
CUST_001752,56,Male,107471,85,0,2,375,61,Electronics,Phone,6,1,1,1,1,0,0
CUST_001753,43,Female,82994,85,1,1,757,92,Sports,Phone,5,1,0,1,0,0,0
CUST_001754,32,Male,71456,84,6,75,121,85,Health,App,8,1,1,0,0,0,1
CUST_001755,34,Male,71263,72,13,75,221,4,Books,App,9,1,1,0,0,1,1
CUST_001756,31,Male,79542,72,12,68,306,27,Garden,Phone,9,1,1,0,0,1,0
CUST_001757,40,Female,83375,56,8,34,389,50,Health,Phone,9,1,1,1,0,1,0
CUST_001758,50,Female,42556,61,3,26,150,42,Automotive,SMS,5,0,1,0,0,0,0
CUST_001759,31,Female,59403,47,1,8,99,152,Sports,App,6,0,1,0,0,0,1
CUST_001760,43,Female,80947,71,13,55,610,96,Books,App,7,1,1,1,0,1,1
CUST_001761,26,Male,56207,62,13,37,344,36,Beauty,SMS,8,1,1,0,0,1,0
CUST_001762,25,Male,56743,55,6,39,250,113,Electronics,SMS,10,0,1,0,1,1,0
CUST_001763,37,Female,134749,80,11,58,428,154,Automotive,App,8,1,1,1,0,1,1
CUST_001764,32,Male,55482,40,15,3,65,148,Beauty,Phone,5,0,0,0,0,0,0
CUST_001765,56,Male,40435,67,7,22,62,169,Books,Phone,7,1,1,0,0,0,0
CUST_001766,33,Male,76504,79,15,30,317,70,Toys,Phone,8,1,1,0,0,1,0
CUST_001767,63,Female,112632,80,5,15,798,172,Sports,Phone,7,1,1,1,0,1,0
CUST_001768,24,Female,32579,52,10,25,124,158,Clothing,SMS,7,0,1,0,1,0,0
CUST_001769,51,Male,87614,69,2,9,329,233,Sports,Email,8,0,1,0,0,1,1
CUST_001770,31,Female,85618,59,9,24,370,76,Clothing,App,7,1,1,1,1,1,1
CUST_001771,69,Female,66140,56,9,37,204,10,Beauty,Phone,10,1,1,0,0,1,0
CUST_001772,30,Male,69724,53,13,12,135,177,Home,Email,9,1,1,0,0,0,1
CUST_001773,45,Male,112237,90,5,35,770,18,Beauty,Email,10,1,1,1,0,1,1
CUST_001774,36,Female,69111,60,2,11,192,32,Health,Phone,7,0,1,0,0,0,0
CUST_001775,31,Female,82771,64,15,35,362,13,Clothing,Phone,7,1,1,1,1,1,0
CUST_001776,30,Female,53298,64,15,12,345,114,Automotive,Email,9,1,1,0,0,1,1
CUST_001777,22,Female,39711,33,12,5,180,310,Garden,SMS,6,0,0,0,0,0,0
CUST_001778,39,Male,124900,97,0,5,237,58,Electronics,Phone,7,1,1,1,1,1,0
CUST_001779,54,Male,109637,74,10,30,297,22,Toys,SMS,10,1,1,1,0,1,0
CUST_001780,36,Male,130269,78,12,37,726,133,Sports,Phone,10,1,1,1,0,1,0
CUST_001781,53,Female,104261,81,11,68,732,33,Toys,SMS,7,1,1,1,0,1,0
CUST_001782,27,Male,63908,77,14,66,375,156,Clothing,App,9,1,1,0,1,1,1
CUST_001783,56,Female,50741,69,0,2,397,271,Sports,Email,5,0,0,0,0,0,0
CUST_001784,68,Male,95765,81,5,26,600,134,Clothing,Phone,8,1,1,1,1,1,0
CUST_001785,31,Female,84282,77,3,34,283,148,Home,Phone,8,1,1,1,0,1,0
CUST_001786,39,Male,47970,67,5,36,56,114,Health,Phone,7,0,1,0,0,0,0
CUST_001787,45,Female,121703,73,7,72,582,23,Beauty,Phone,7,1,1,1,0,1,0
CUST_001788,65,Male,81735,62,4,31,302,6,Clothing,Phone,8,1,1,1,1,1,0
CUST_001789,33,Male,72585,80,9,28,261,90,Clothing,Email,10,1,1,0,1,1,1
CUST_001790,51,Female,110125,66,3,11,245,84,Electronics,Phone,7,1,1,1,1,1,0
CUST_001791,43,Male,89990,83,15,33,588,103,Books,App,7,1,1,1,0,1,1
CUST_001792,64,Female,114494,75,6,42,447,159,Electronics,SMS,7,1,1,1,1,1,0
CUST_001793,66,Female,51842,63,9,24,226,23,Beauty,Email,10,1,1,0,0,1,1
CUST_001794,29,Female,57722,47,3,13,104,64,Automotive,Email,9,0,1,0,0,0,1
CUST_001795,50,Male,101805,91,5,24,228,41,Toys,SMS,10,1,1,1,0,1,0
CUST_001796,44,Male,89972,65,9,15,366,22,Automotive,App,7,1,1,1,0,1,1
CUST_001797,44,Male,49582,26,14,11,192,53,Beauty,Phone,7,0,1,0,0,0,0
CUST_001798,41,Male,49911,32,0,1,155,110,Electronics,App,4,0,1,0,1,0,1
CUST_001799,26,Male,52255,80,8,63,238,117,Clothing,Email,8,1,1,0,1,1,1
CUST_001800,19,Female,27942,46,15,13,96,178,Garden,Email,5,0,0,0,0,0,0
CUST_001801,52,Female,106734,89,8,75,527,90,Clothing,SMS,8,1,1,1,1,1,0
CUST_001802,52,Female,57797,71,3,24,236,51,Electronics,SMS,8,1,1,0,1,1,0
CUST_001803,25,Male,84647,74,8,69,235,52,Sports,App,7,1,1,1,0,1,1
CUST_001804,48,Female,130445,82,7,66,439,55,Automotive,App,10,1,1,1,0,1,1
CUST_001805,24,Male,25552,58,0,4,58,179,Home,Email,8,0,1,0,0,0,1
CUST_001806,29,Male,60945,48,11,9,72,21,Sports,App,6,1,1,0,0,0,1
CUST_001807,23,Male,48337,48,14,5,31,138,Sports,App,3,0,0,0,0,0,0
CUST_001808,62,Female,53068,76,6,30,238,96,Home,SMS,7,1,1,0,0,1,0
CUST_001809,57,Female,52948,80,4,14,241,140,Health,Phone,9,1,1,0,0,1,0
CUST_001810,27,Female,51761,76,13,33,193,46,Beauty,App,10,1,1,0,0,0,1
CUST_001811,29,Female,35916,36,6,6,137,52,Clothing,Email,9,0,1,0,1,0,1
CUST_001812,42,Female,58004,64,6,11,343,4,Books,Phone,8,1,1,0,0,1,0
CUST_001813,21,Male,27303,22,10,8,130,213,Books,App,9,0,1,0,0,0,1
CUST_001814,52,Male,41307,41,14,16,184,81,Electronics,Phone,7,0,1,0,1,0,0
CUST_001815,69,Male,43407,49,6,20,148,23,Home,Phone,10,0,1,0,0,0,0
CUST_001816,31,Female,72117,52,15,38,138,168,Automotive,App,8,0,1,0,0,0,1
